YearsGroup,DevType,Tools,Count,Rank
middle,Academic researcher,Github,120,1
middle,Academic researcher,Visual Studio Code,112,2
middle,Academic researcher,Slack,81,3
middle,Academic researcher,"Google Suite (Docs, Meet, etc)",64,4
middle,Academic researcher,Gitlab,64,5
middle,Academic researcher,PyCharm,55,6
middle,Academic researcher,IPython/Jupyter,53,7
middle,Academic researcher,Visual Studio,50,8
middle,Academic researcher,Trello,48,9
middle,Academic researcher,Jira,43,10
middle,Academic researcher,IntelliJ,41,11
middle,Academic researcher,Android Studio,40,12
middle,Academic researcher,Sublime Text,40,13
middle,Academic researcher,Vim,33,14
middle,Academic researcher,Notepad++,33,15
middle,Academic researcher,Eclipse,25,16
middle,Academic researcher,Atom,23,17
middle,Academic researcher,Microsoft Teams,21,18
middle,Academic researcher,RStudio,20,19
middle,Academic researcher,Confluence,19,20
middle,Academic researcher,Xcode,17,21
middle,Academic researcher,Webstorm,17,22
middle,Academic researcher,Microsoft Azure,17,23
middle,Academic researcher,Stack Overflow for Teams,14,24
middle,Academic researcher,Neovim,13,25
middle,Academic researcher,NetBeans,13,26
middle,Academic researcher,Emacs,9,27
middle,Academic researcher,Nano,8,28
middle,Academic researcher,Jupyter Notebook/JupyterLab,7,29
middle,Academic researcher,CLion,6,30
middle,Academic researcher,PHPStorm,6,31
middle,Academic researcher,Facebook Workplace,6,32
middle,Academic researcher,Spyder,5,33
middle,Academic researcher,IntelliJ IDEA,5,34
middle,Academic researcher,PhpStorm,5,35
middle,Academic researcher,Qt Creator,4,36
middle,Academic researcher,Rider,4,37
middle,Academic researcher,IPython,3,38
middle,Academic researcher,Helix,2,39
middle,Academic researcher,Goland,2,40
middle,Academic researcher,TextMate,2,41
middle,Academic researcher,GoLand,2,42
middle,Academic researcher,DataGrip,1,43
middle,Academic researcher,WebStorm,1,44
middle,Academic researcher,Fleet,1,45
middle,Academic researcher,"RAD Studio (Delphi, C++ Builder)",1,46
middle,Academic researcher,RubyMine,1,47
middle,Blockchain,Visual Studio Code,78,1
middle,Blockchain,Vim,22,2
middle,Blockchain,Android Studio,18,3
middle,Blockchain,Visual Studio,16,4
middle,Blockchain,Nano,15,5
middle,Blockchain,IntelliJ,14,6
middle,Blockchain,Neovim,13,7
middle,Blockchain,Sublime Text,13,8
middle,Blockchain,Eclipse,12,9
middle,Blockchain,Xcode,11,10
middle,Blockchain,PyCharm,11,11
middle,Blockchain,IPython/Jupyter,11,12
middle,Blockchain,Notepad++,10,13
middle,Blockchain,Webstorm,9,14
middle,Blockchain,Atom,8,15
middle,Blockchain,Emacs,7,16
middle,Blockchain,PhpStorm,6,17
middle,Blockchain,CLion,3,18
middle,Blockchain,GoLand,3,19
middle,Blockchain,NetBeans,3,20
middle,Blockchain,VSCodium,2,21
middle,Blockchain,Rider,2,22
middle,Blockchain,Qt Creator,2,23
middle,Blockchain,Jupyter Notebook/JupyterLab,1,24
middle,Blockchain,DataGrip,1,25
middle,Blockchain,Goland,1,26
middle,Blockchain,Kate,1,27
middle,Blockchain,IntelliJ IDEA,1,28
middle,Blockchain,WebStorm,1,29
middle,Blockchain,"RAD Studio (Delphi, C++ Builder)",1,30
middle,Blockchain,Spyder,1,31
middle,Blockchain,RStudio,1,32
middle,Blockchain,BBEdit,1,33
middle,Cloud infrastructure engineer,Visual Studio Code,192,1
middle,Cloud infrastructure engineer,Vim,83,2
middle,Cloud infrastructure engineer,PyCharm,64,3
middle,Cloud infrastructure engineer,Visual Studio,62,4
middle,Cloud infrastructure engineer,Notepad++,56,5
middle,Cloud infrastructure engineer,IntelliJ,56,6
middle,Cloud infrastructure engineer,Android Studio,42,7
middle,Cloud infrastructure engineer,IPython/Jupyter,41,8
middle,Cloud infrastructure engineer,Sublime Text,40,9
middle,Cloud infrastructure engineer,Nano,37,10
middle,Cloud infrastructure engineer,Neovim,29,11
middle,Cloud infrastructure engineer,Webstorm,24,12
middle,Cloud infrastructure engineer,Atom,23,13
middle,Cloud infrastructure engineer,Eclipse,22,14
middle,Cloud infrastructure engineer,Xcode,21,15
middle,Cloud infrastructure engineer,GoLand,19,16
middle,Cloud infrastructure engineer,CLion,15,17
middle,Cloud infrastructure engineer,PhpStorm,14,18
middle,Cloud infrastructure engineer,RStudio,12,19
middle,Cloud infrastructure engineer,Emacs,12,20
middle,Cloud infrastructure engineer,Spyder,12,21
middle,Cloud infrastructure engineer,IntelliJ IDEA,11,22
middle,Cloud infrastructure engineer,Rider,10,23
middle,Cloud infrastructure engineer,Jupyter Notebook/JupyterLab,8,24
middle,Cloud infrastructure engineer,NetBeans,8,25
middle,Cloud infrastructure engineer,Qt Creator,6,26
middle,Cloud infrastructure engineer,VSCodium,5,27
middle,Cloud infrastructure engineer,DataGrip,3,28
middle,Cloud infrastructure engineer,RubyMine,2,29
middle,Cloud infrastructure engineer,Helix,2,30
middle,Cloud infrastructure engineer,IPython,1,31
middle,Cloud infrastructure engineer,WebStorm,1,32
middle,Cloud infrastructure engineer,Goland,1,33
middle,Cloud infrastructure engineer,Kate,1,34
middle,Cloud infrastructure engineer,Netbeans,1,35
middle,Cloud infrastructure engineer,TextMate,1,36
middle,Data or business analyst,Visual Studio Code,238,1
middle,Data or business analyst,Github,150,2
middle,Data or business analyst,IPython/Jupyter,117,3
middle,Data or business analyst,PyCharm,96,4
middle,Data or business analyst,Slack,95,5
middle,Data or business analyst,Notepad++,91,6
middle,Data or business analyst,Visual Studio,90,7
middle,Data or business analyst,"Google Suite (Docs, Meet, etc)",81,8
middle,Data or business analyst,Jira,76,9
middle,Data or business analyst,Trello,69,10
middle,Data or business analyst,Sublime Text,65,11
middle,Data or business analyst,IntelliJ,63,12
middle,Data or business analyst,Gitlab,57,13
middle,Data or business analyst,Vim,55,14
middle,Data or business analyst,Microsoft Teams,52,15
middle,Data or business analyst,Android Studio,50,16
middle,Data or business analyst,RStudio,48,17
middle,Data or business analyst,Confluence,43,18
middle,Data or business analyst,Atom,42,19
middle,Data or business analyst,Eclipse,33,20
middle,Data or business analyst,Microsoft Azure,29,21
middle,Data or business analyst,Xcode,28,22
middle,Data or business analyst,NetBeans,22,23
middle,Data or business analyst,Nano,16,24
middle,Data or business analyst,Webstorm,16,25
middle,Data or business analyst,Jupyter Notebook/JupyterLab,15,26
middle,Data or business analyst,Spyder,14,27
middle,Data or business analyst,Emacs,11,28
middle,Data or business analyst,Stack Overflow for Teams,11,29
middle,Data or business analyst,Neovim,10,30
middle,Data or business analyst,IPython,9,31
middle,Data or business analyst,PHPStorm,7,32
middle,Data or business analyst,IntelliJ IDEA,6,33
middle,Data or business analyst,Rider,6,34
middle,Data or business analyst,PhpStorm,6,35
middle,Data or business analyst,Facebook Workplace,6,36
middle,Data or business analyst,CLion,5,37
middle,Data or business analyst,GoLand,4,38
middle,Data or business analyst,DataGrip,3,39
middle,Data or business analyst,Qt Creator,3,40
middle,Data or business analyst,RubyMine,3,41
middle,Data or business analyst,Netbeans,2,42
middle,Data or business analyst,TextMate,2,43
middle,Data or business analyst,VSCodium,1,44
middle,Data or business analyst,WebStorm,1,45
middle,Data or business analyst,Kate,1,46
middle,Data or business analyst,"RAD Studio (Delphi, C++ Builder)",1,47
middle,Data scientist or machine learning specialist,Visual Studio Code,310,1
middle,Data scientist or machine learning specialist,IPython/Jupyter,201,2
middle,Data scientist or machine learning specialist,Github,185,3
middle,Data scientist or machine learning specialist,PyCharm,173,4
middle,Data scientist or machine learning specialist,Slack,123,5
middle,Data scientist or machine learning specialist,Vim,97,6
middle,Data scientist or machine learning specialist,Sublime Text,92,7
middle,Data scientist or machine learning specialist,Visual Studio,91,8
middle,Data scientist or machine learning specialist,Notepad++,91,9
middle,Data scientist or machine learning specialist,"Google Suite (Docs, Meet, etc)",88,10
middle,Data scientist or machine learning specialist,Jira,85,11
middle,Data scientist or machine learning specialist,IntelliJ,80,12
middle,Data scientist or machine learning specialist,Gitlab,77,13
middle,Data scientist or machine learning specialist,RStudio,73,14
middle,Data scientist or machine learning specialist,Trello,69,15
middle,Data scientist or machine learning specialist,Microsoft Teams,69,16
middle,Data scientist or machine learning specialist,Android Studio,57,17
middle,Data scientist or machine learning specialist,Atom,57,18
middle,Data scientist or machine learning specialist,Jupyter Notebook/JupyterLab,55,19
middle,Data scientist or machine learning specialist,Confluence,54,20
middle,Data scientist or machine learning specialist,Eclipse,43,21
middle,Data scientist or machine learning specialist,Microsoft Azure,38,22
middle,Data scientist or machine learning specialist,Xcode,34,23
middle,Data scientist or machine learning specialist,Spyder,32,24
middle,Data scientist or machine learning specialist,IPython,30,25
middle,Data scientist or machine learning specialist,Neovim,24,26
middle,Data scientist or machine learning specialist,Nano,20,27
middle,Data scientist or machine learning specialist,NetBeans,19,28
middle,Data scientist or machine learning specialist,IntelliJ IDEA,18,29
middle,Data scientist or machine learning specialist,Webstorm,16,30
middle,Data scientist or machine learning specialist,Emacs,13,31
middle,Data scientist or machine learning specialist,Stack Overflow for Teams,10,32
middle,Data scientist or machine learning specialist,Facebook Workplace,10,33
middle,Data scientist or machine learning specialist,PHPStorm,8,34
middle,Data scientist or machine learning specialist,GoLand,6,35
middle,Data scientist or machine learning specialist,Qt Creator,5,36
middle,Data scientist or machine learning specialist,PhpStorm,4,37
middle,Data scientist or machine learning specialist,TextMate,3,38
middle,Data scientist or machine learning specialist,CLion,3,39
middle,Data scientist or machine learning specialist,Rider,3,40
middle,Data scientist or machine learning specialist,DataGrip,2,41
middle,Data scientist or machine learning specialist,"RAD Studio (Delphi, C++ Builder)",2,42
middle,Data scientist or machine learning specialist,VSCodium,2,43
middle,Data scientist or machine learning specialist,RubyMine,2,44
middle,Data scientist or machine learning specialist,Code::Blocks,1,45
middle,Data scientist or machine learning specialist,condo,1,46
middle,Data scientist or machine learning specialist,Netbeans,1,47
middle,Database administrator,Visual Studio Code,292,1
middle,Database administrator,Github,197,2
middle,Database administrator,Visual Studio,136,3
middle,Database administrator,Notepad++,123,4
middle,Database administrator,Slack,123,5
middle,Database administrator,Android Studio,113,6
middle,Database administrator,"Google Suite (Docs, Meet, etc)",106,7
middle,Database administrator,Gitlab,104,8
middle,Database administrator,IntelliJ,96,9
middle,Database administrator,Trello,91,10
middle,Database administrator,Jira,91,11
middle,Database administrator,Vim,89,12
middle,Database administrator,PyCharm,88,13
middle,Database administrator,IPython/Jupyter,83,14
middle,Database administrator,Sublime Text,83,15
middle,Database administrator,Eclipse,66,16
middle,Database administrator,Microsoft Teams,66,17
middle,Database administrator,Atom,60,18
middle,Database administrator,Xcode,48,19
middle,Database administrator,Microsoft Azure,48,20
middle,Database administrator,NetBeans,47,21
middle,Database administrator,Confluence,42,22
middle,Database administrator,Webstorm,40,23
middle,Database administrator,PHPStorm,31,24
middle,Database administrator,Stack Overflow for Teams,22,25
middle,Database administrator,RStudio,21,26
middle,Database administrator,Nano,21,27
middle,Database administrator,Neovim,18,28
middle,Database administrator,Rider,17,29
middle,Database administrator,PhpStorm,16,30
middle,Database administrator,Spyder,11,31
middle,Database administrator,Emacs,7,32
middle,Database administrator,Facebook Workplace,7,33
middle,Database administrator,RubyMine,6,34
middle,Database administrator,GoLand,5,35
middle,Database administrator,CLion,5,36
middle,Database administrator,Qt Creator,4,37
middle,Database administrator,TextMate,2,38
middle,Database administrator,IntelliJ IDEA,1,39
middle,Database administrator,Jupyter Notebook/JupyterLab,1,40
middle,Database administrator,"RAD Studio (Delphi, C++ Builder)",1,41
middle,Designer,Visual Studio Code,249,1
middle,Designer,Github,229,2
middle,Designer,Slack,147,3
middle,Designer,"Google Suite (Docs, Meet, etc)",123,4
middle,Designer,Gitlab,118,5
middle,Designer,Visual Studio,112,6
middle,Designer,Trello,108,7
middle,Designer,Android Studio,102,8
middle,Designer,Jira,102,9
middle,Designer,Notepad++,90,10
middle,Designer,Sublime Text,84,11
middle,Designer,IntelliJ,83,12
middle,Designer,Microsoft Teams,69,13
middle,Designer,PyCharm,56,14
middle,Designer,Vim,53,15
middle,Designer,Atom,53,16
middle,Designer,Xcode,49,17
middle,Designer,Confluence,45,18
middle,Designer,Eclipse,42,19
middle,Designer,Webstorm,40,20
middle,Designer,Microsoft Azure,38,21
middle,Designer,IPython/Jupyter,35,22
middle,Designer,NetBeans,34,23
middle,Designer,Stack Overflow for Teams,30,24
middle,Designer,PHPStorm,25,25
middle,Designer,Nano,16,26
middle,Designer,RStudio,13,27
middle,Designer,Neovim,12,28
middle,Designer,PhpStorm,11,29
middle,Designer,Rider,9,30
middle,Designer,RubyMine,6,31
middle,Designer,Facebook Workplace,6,32
middle,Designer,CLion,5,33
middle,Designer,Emacs,5,34
middle,Designer,Qt Creator,4,35
middle,Designer,Spyder,3,36
middle,Designer,GoLand,3,37
middle,Designer,TextMate,3,38
middle,Designer,Jupyter Notebook/JupyterLab,1,39
middle,Designer,IntelliJ IDEA,1,40
middle,DevOps specialist,Visual Studio Code,452,1
middle,DevOps specialist,Github,196,2
middle,DevOps specialist,Vim,195,3
middle,DevOps specialist,IntelliJ,165,4
middle,DevOps specialist,Visual Studio,159,5
middle,DevOps specialist,Slack,141,6
middle,DevOps specialist,PyCharm,134,7
middle,DevOps specialist,Jira,134,8
middle,DevOps specialist,Notepad++,132,9
middle,DevOps specialist,Gitlab,124,10
middle,DevOps specialist,Android Studio,119,11
middle,DevOps specialist,Sublime Text,105,12
middle,DevOps specialist,Confluence,105,13
middle,DevOps specialist,"Google Suite (Docs, Meet, etc)",95,14
middle,DevOps specialist,Trello,91,15
middle,DevOps specialist,Microsoft Teams,78,16
middle,DevOps specialist,IPython/Jupyter,72,17
middle,DevOps specialist,Webstorm,65,18
middle,DevOps specialist,Eclipse,57,19
middle,DevOps specialist,Xcode,56,20
middle,DevOps specialist,Atom,55,21
middle,DevOps specialist,Neovim,54,22
middle,DevOps specialist,Microsoft Azure,48,23
middle,DevOps specialist,Nano,43,24
middle,DevOps specialist,Rider,36,25
middle,DevOps specialist,NetBeans,35,26
middle,DevOps specialist,GoLand,23,27
middle,DevOps specialist,PHPStorm,19,28
middle,DevOps specialist,CLion,18,29
middle,DevOps specialist,PhpStorm,16,30
middle,DevOps specialist,Emacs,16,31
middle,DevOps specialist,RStudio,16,32
middle,DevOps specialist,IntelliJ IDEA,14,33
middle,DevOps specialist,Stack Overflow for Teams,14,34
middle,DevOps specialist,RubyMine,10,35
middle,DevOps specialist,Facebook Workplace,9,36
middle,DevOps specialist,Spyder,7,37
middle,DevOps specialist,DataGrip,4,38
middle,DevOps specialist,Jupyter Notebook/JupyterLab,4,39
middle,DevOps specialist,Qt Creator,4,40
middle,DevOps specialist,Netbeans,3,41
middle,DevOps specialist,WebStorm,3,42
